match_id,match_name,event_hour,topic_label,topic_post_count
fifa_world_cup_2022,FIFA World Cup 2022,2022-11-20 23:00:00,autre,13
fifa_world_cup_2022,FIFA World Cup 2022,2022-11-20 23:00:00,crypto / eth / our / to,3
fifa_world_cup_2022,FIFA World Cup 2022,2022-11-20 23:00:00,ecuador / qatar / worldcup2022 / ecuadorvsqatar,2
fifa_world_cup_2022,FIFA World Cup 2022,2022-11-20 23:00:00,jungkook / dreamersbyjungkook / jungkookatfifaworldcup / dreamers,2
fifa_world_cup_2022,FIFA World Cup 2022,2022-11-20 23:00:00,opening / ceremony / worldcup2022 / the,1
fifa_world_cup_2022,FIFA World Cup 2022,2022-11-20 23:00:00,palestinian / raisepalestineflag / palestine / flag,3
fifa_world_cup_2022,FIFA World Cup 2022,2022-11-20 23:00:00,qatar / the / worldcup2022 / to,10
fifa_world_cup_2022,FIFA World Cup 2022,2022-11-20 23:00:00,requestabet / available / hi / gt,1
fifa_world_cup_2022,FIFA World Cup 2022,2022-11-20 23:00:00,the / watch / coverage / and,1
fifa_world_cup_2022,FIFA World Cup 2022,2022-11-20 23:00:00,worldcup2022 / the / cup / world,12
